product_id,price,year,month,day,area
1,"109,000",2009,2,9,136.325
1,"94,500",2009,2,9,136.325
1,"91,000",2009,2,10,117.585
1,"123,000",2009,2,10,158.705
1,"103,800",2009,2,10,117.585
1,"72,500",2009,2,12,84.751
1,"70,000",2009,2,12,84.705
1,"98,000",2009,2,12,136.325
1,"100,000",2009,2,12,136.325
1,"105,000",2009,2,13,136.325
1,"60,000",2009,2,14,84.705
1,"105,000",2009,2,14,136.325
1,"74,600",2009,2,17,84.751
1,"72,900",2009,2,18,84.705
1,"69,000",2009,2,18,84.705
1,"133,000",2009,2,20,158.705
1,"96,500",2009,2,20,117.585
1,"108,800",2009,2,21,136.325
1,"68,000",2009,2,23,84.705
1,"114,000",2009,2,24,136.325
1,"85,000",2009,2,25,117.585
1,"70,900",2009,2,26,84.705
1,"90,000",2009,3,2,117.585
1,"72,500",2009,3,5,84.751
1,"70,000",2009,3,7,84.705
1,"71,000",2009,3,13,84.705
1,"70,500",2009,3,14,84.705
1,"100,000",2009,3,16,136.325
1,"93,000",2009,3,18,117.585
1,"68,000",2009,3,18,84.705
1,"65,000",2009,3,20,84.705
1,"73,800",2009,3,20,84.751
1,"98,000",2009,3,21,117.585
1,"70,000",2009,3,21,84.705
1,"73,000",2009,3,21,84.705
1,"108,000",2009,3,21,136.325
1,"150,000",2009,3,21,192.235
1,"91,000",2009,3,21,117.585
1,"70,000",2009,3,21,84.705
1,"71,000",2009,3,21,84.705
1,"69,500",2009,3,23,84.705
1,"71,700",2009,3,23,84.705
1,"72,900",2009,3,23,84.705
1,"118,000",2009,3,24,136.325
1,"94,700",2009,3,25,117.585
1,"72,800",2009,3,25,84.705
1,"97,800",2009,3,28,117.585
1,"75,700",2009,3,29,84.751
1,"73,000",2009,3,30,84.705
1,"74,000",2009,3,31,84.705
1,"115,000",2009,3,31,136.325
1,"122,800",2009,4,2,158.705
1,"166,500",2009,4,2,192.235
1,"108,800",2009,4,2,136.325
1,"107,000",2009,4,3,136.325
1,"73,000",2009,4,4,84.705
1,"111,500",2009,4,4,136.325
1,"73,000",2009,4,5,84.705
1,"76,000",2009,4,6,84.751
1,"75,000",2009,4,7,84.705
1,"112,000",2009,4,7,136.325
1,"115,500",2009,4,8,136.325
1,"72,200",2009,4,8,84.705
1,"88,900",2009,4,9,117.585
1,"114,500",2009,4,9,136.325
1,"75,000",2009,4,9,84.705
1,"118,000",2009,4,9,136.325
1,"109,000",2009,4,10,117.585
1,"73,000",2009,4,10,84.705
1,"77,000",2009,4,11,84.705
1,"77,500",2009,4,13,84.751
1,"112,700",2009,4,13,136.325
1,"88,000",2009,4,15,117.585
1,"99,800",2009,4,15,117.585
1,"103,000",2009,4,16,136.325
1,"82,000",2009,4,18,84.751
1,"103,000",2009,4,22,117.585
1,"133,800",2009,4,23,158.705
1,"79,000",2009,4,24,84.705
1,"79,200",2009,4,28,84.751
1,"99,000",2009,4,28,117.585
1,"94,000",2009,4,29,117.585
1,"96,000",2009,4,30,117.585
1,"112,300",2009,5,1,136.325
1,"99,500",2009,5,5,117.585
1,"100,000",2009,5,5,117.585
1,"108,000",2009,5,6,158.705
1,"134,700",2009,5,6,158.705
1,"104,500",2009,5,10,136.325
1,"106,500",2009,5,18,117.585
1,"80,000",2009,5,18,84.705
1,"115,700",2009,5,19,136.325
1,"77,000",2009,5,20,84.705
1,"75,000",2009,5,20,84.705
1,"114,500",2009,5,20,136.325
1,"82,000",2009,5,20,84.751
1,"75,750",2009,5,21,84.705
1,"82,000",2009,5,23,84.751
1,"129,000",2009,5,23,158.705
1,"73,950",2009,5,24,84.705
1,"76,800",2009,5,25,84.705
1,"73,300",2009,5,25,84.705
1,"104,000",2009,5,28,117.585
1,"70,000",2009,5,29,84.751
1,"109,500",2009,5,29,136.325
1,"81,000",2009,5,29,84.751
1,"76,300",2009,5,30,84.751
1,"102,800",2009,5,30,136.325
1,"77,500",2009,5,30,84.705
